timestamp,threadId,operationType,userAction,executionTime(ms),status,details,studentId
"2025-12-14 11:19:18.548","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-14 11:19:18.745","main","SYSTEM_INIT","System initialization complete",180,"SUCCESS","","null"
"2025-12-14 11:19:31.738","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-14 11:19:42.876","main","IMPORT_DATA","Imported data from sample (format: 1)",1,"SUCCESS","","null"
"2025-12-14 11:20:07.740","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-14 11:20:11.266","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-14 11:20:26.355","main","IMPORT_DATA","Imported data from sample_grades (format: 1)",0,"SUCCESS","","null"
"2025-12-14 11:20:55.189","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-14 11:21:07.305","main","IMPORT_DATA","Imported data from sample_grades (format: 1)",0,"SUCCESS","","null"
"2025-12-14 11:21:32.015","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-14 11:21:40.195","main","IMPORT_DATA","Imported data from sample_grades (format: 1)",0,"SUCCESS","","null"
"2025-12-14 11:22:12.248","main","MENU_NAV","User selected option: 21",0,"SUCCESS","","null"
"2025-12-14 11:53:39.490","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-14 11:53:39.668","main","SYSTEM_INIT","System initialization complete",167,"SUCCESS","","null"
"2025-12-14 11:53:53.081","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-14 11:54:08.838","main","IMPORT_DATA","Imported data from sample_grades (format: 1)",0,"SUCCESS","","null"
"2025-12-14 12:32:30.327","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-14 12:32:30.529","main","SYSTEM_INIT","System initialization complete",195,"SUCCESS","","null"
"2025-12-14 12:36:19.920","main","MENU_NAV","User selected option: 5",0,"SUCCESS","","null"
"2025-12-14 12:36:39.232","main","EXPORT_REPORT","Exported report for STU004 in format: 3",36,"SUCCESS","","STU004"
"2025-12-14 12:36:53.697","main","MENU_NAV","User selected option: 5",0,"SUCCESS","","null"
"2025-12-14 12:37:27.349","main","EXPORT_REPORT","Exported report for STU005 in format: 4",15,"SUCCESS","","STU005"
"2025-12-14 12:39:22.938","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-14 12:39:36.559","main","IMPORT_DATA","Imported data from sample_grades (format: 1)",1,"SUCCESS","","null"
"2025-12-14 12:40:10.491","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-14 12:40:19.670","main","MENU_NAV","User selected option: 21",0,"SUCCESS","","null"
