timestamp,threadId,operationType,userAction,executionTime(ms),status,details,studentId
"2025-12-18 07:52:01.909","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-18 07:52:02.088","main","SYSTEM_INIT","System initialization complete",178,"SUCCESS","","null"
"2025-12-18 08:00:07.857","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-18 08:00:08.077","main","SYSTEM_INIT","System initialization complete",212,"SUCCESS","","null"
"2025-12-18 08:00:36.200","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-18 08:00:46.361","main","BULK_IMPORT","Bulk import from 1",0,"SUCCESS","","null"
"2025-12-18 08:00:52.830","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-18 08:01:38.624","main","BULK_IMPORT","Bulk import from student_grades_1000",0,"SUCCESS","","null"
"2025-12-18 08:01:54.975","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-18 08:01:57.249","main","BULK_IMPORT","Bulk import from student_grades_10000",0,"SUCCESS","","null"
"2025-12-18 08:07:45.592","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-18 08:07:45.789","main","SYSTEM_INIT","System initialization complete",194,"SUCCESS","","null"
"2025-12-18 08:08:00.920","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-18 08:08:06.203","main","BULK_IMPORT","Bulk import from student_grades_10000",0,"SUCCESS","","null"
"2025-12-18 08:10:11.029","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-18 08:10:11.186","main","SYSTEM_INIT","System initialization complete",149,"SUCCESS","","null"
"2025-12-18 08:10:13.818","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-18 08:10:16.814","main","BULK_IMPORT","Bulk import from student_grades_10000",0,"SUCCESS","","null"
"2025-12-18 08:12:10.982","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-18 08:12:11.168","main","SYSTEM_INIT","System initialization complete",174,"SUCCESS","","null"
"2025-12-18 08:12:32.831","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-18 08:12:34.591","main","BULK_IMPORT","Bulk import from student_grades_10000",0,"SUCCESS","","null"
"2025-12-18 08:21:01.508","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-18 08:21:02.338","main","SYSTEM_INIT","System initialization complete",813,"SUCCESS","","null"
"2025-12-18 08:21:06.862","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-18 08:21:10.081","main","BULK_IMPORT","Bulk import from student_grades_10000",0,"SUCCESS","","null"
"2025-12-18 08:22:31.559","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-18 08:22:32.334","main","SYSTEM_INIT","System initialization complete",766,"SUCCESS","","null"
"2025-12-18 08:22:34.351","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-18 08:22:36.921","main","BULK_IMPORT","Bulk import from student_grades_10000",0,"SUCCESS","","null"
"2025-12-18 08:23:17.996","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-18 08:23:20.602","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-18 08:23:28.444","main","BULK_IMPORT","Bulk import from student_grades_10000",0,"SUCCESS","","null"
